family,genus,species,taxonomic.rank,taxon,habitat,feeding.mode,tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Cottidae,Myoxocephalus,verrucosus,S,Myoxocephalus verrucosus,demersal,generalist,3.83,fusiform,truncate,0.92,2.15,guarder,5.4,8228,46,0.20,25,12.0
Cottidae,Myoxocephalus,verrucosus,S,Myoxocephalus verrucosus,demersal,generalist,3.83,fusiform,truncate,0.92,2.15,guarder,5.4,5750,73,0.13,65,12.0
Cottidae,Myoxocephalus,verrucosus,S,Myoxocephalus verrucosus,demersal,generalist,3.83,fusiform,truncate,0.92,2.15,guarder,5.4,8064,46,0.20,65,12.0
Cottidae,Myoxocephalus,verrucosus,S,Myoxocephalus verrucosus,demersal,generalist,3.83,fusiform,truncate,0.92,2.15,guarder,5.4,8064,73,0.13,25,12.0
Cottidae,Myoxocephalus,verrucosus,S,Myoxocephalus verrucosus,demersal,generalist,3.83,fusiform,truncate,0.92,2.15,guarder,5.4,5750,46,0.20,25,12.0
Cottidae,Myoxocephalus,,G,Myoxocephalus,demersal,generalist,3.83,fusiform,rounded,0.92,2.15,guarder,5.4,8228,46,0.20,46,12.0
Cottidae,Paricelinus,hopliticus,S,Paricelinus hopliticus,demersal,generalist,3.56,elongated,rounded,1.22,1.96,guarder,3.9,31696,10,0.21,20,9.6
Cottidae,Paricelinus,hopliticus,S,Paricelinus hopliticus,demersal,generalist,3.56,elongated,rounded,1.22,1.96,guarder,3.9,23012,27,0.18,20,9.6
Cottidae,Paricelinus,hopliticus,S,Paricelinus hopliticus,demersal,generalist,3.56,elongated,rounded,1.22,1.96,guarder,3.9,27117,27,0.18,20,9.6
Cottidae,Paricelinus,hopliticus,S,Paricelinus hopliticus,demersal,generalist,3.56,elongated,rounded,1.22,1.96,guarder,3.9,31696,63,0.14,20,9.6
Cottidae,Paricelinus,hopliticus,S,Paricelinus hopliticus,demersal,generalist,3.56,elongated,rounded,1.22,1.96,guarder,3.9,15438,22,0.19,20,9.6
Cottidae,Radulinus,asprellus,S,Radulinus asprellus,demersal,generalist,3.56,elongated,rounded,1.20,1.96,guarder,3.9,20043,20,0.29,15,9.6
Cottidae,Radulinus,asprellus,S,Radulinus asprellus,demersal,generalist,3.56,elongated,rounded,1.20,1.96,guarder,3.9,20043,10,0.21,15,9.6
Cottidae,Radulinus,asprellus,S,Radulinus asprellus,demersal,generalist,3.56,elongated,rounded,1.20,1.96,guarder,3.9,20043,27,0.18,15,9.6
Cottidae,Radulinus,asprellus,S,Radulinus asprellus,demersal,generalist,3.56,elongated,rounded,1.20,1.96,guarder,3.9,20043,27,0.18,15,9.6
Cottidae,Radulinus,taylori,S,Radulinus taylori,demersal,generalist,3.56,elongated,rounded,1.07,1.96,guarder,3.9,31696,27,0.18,12,9.6
Cottidae,Rastrinus,scutiger,S,Rastrinus scutiger,bathydemersal,benthivorous,3.56,elongated,rounded,0.64,1.96,guarder,3.9,23012,20,0.29,16,9.6
Cottidae,Rastrinus,scutiger,S,Rastrinus scutiger,bathydemersal,benthivorous,3.56,elongated,rounded,0.64,1.96,guarder,3.9,27117,20,0.29,16,9.6
Cottidae,Rastrinus,scutiger,S,Rastrinus scutiger,bathydemersal,benthivorous,3.56,elongated,rounded,0.64,1.96,guarder,3.9,27117,10,0.21,16,9.6
Cottidae,Rastrinus,scutiger,S,Rastrinus scutiger,bathydemersal,benthivorous,3.56,elongated,rounded,0.64,1.96,guarder,3.9,27117,63,0.14,16,9.6
Cottidae,Rastrinus,scutiger,S,Rastrinus scutiger,bathydemersal,benthivorous,3.56,elongated,rounded,0.64,1.96,guarder,3.9,23012,22,0.19,16,9.6
Cottidae,Scorpaenichthys,marmoratus,S,Scorpaenichthys marmoratus,demersal,generalist,3.62,elongated,rounded,0.99,1.96,guarder,3.0,71500,58,0.34,99,13.0
Cottidae,Scorpaenichthys,marmoratus,S,Scorpaenichthys marmoratus,demersal,generalist,3.62,elongated,rounded,0.99,1.96,guarder,3.0,71500,58,0.34,99,13.0
Cottidae,Taurulus,bubalis,S,Taurulus bubalis,demersal,benthivorous,3.59,fusiform,rounded,0.33,1.70,non-guarder,1.0,3800,19,0.23,17,4.0
Cottidae,Taurulus,bubalis,S,Taurulus bubalis,demersal,benthivorous,3.59,fusiform,rounded,0.33,1.70,non-guarder,1.0,3800,19,0.23,17,4.0
Cottidae,Taurulus,bubalis,S,Taurulus bubalis,demersal,benthivorous,3.59,fusiform,rounded,0.33,1.70,non-guarder,1.0,3800,19,0.23,17,4.0
Cottidae,Thyriscus,anoplus,S,Thyriscus anoplus,demersal,generalist,3.56,fusiform,rounded,1.06,1.96,,3.9,27117,20,0.29,15,6.0
Cottidae,Thyriscus,anoplus,S,Thyriscus anoplus,demersal,generalist,3.56,fusiform,rounded,1.06,1.96,,3.9,27117,10,0.21,15,6.0
Cottidae,Thyriscus,anoplus,S,Thyriscus anoplus,demersal,generalist,3.56,fusiform,rounded,1.06,1.96,,3.9,23012,63,0.14,15,6.0
Cottidae,Thyriscus,anoplus,S,Thyriscus anoplus,demersal,generalist,3.56,fusiform,rounded,1.06,1.96,,3.9,23012,63,0.14,15,6.0
Cottidae,Thyriscus,anoplus,S,Thyriscus anoplus,demersal,generalist,3.56,fusiform,rounded,1.06,1.96,,3.9,15438,22,0.19,15,6.0
Cottidae,Trichocottus,brashnikovi,S,Trichocottus brashnikovi,demersal,generalist,3.56,elongated,rounded,1.08,1.96,guarder,3.9,27117,20,0.29,23,9.6
Cottidae,Triglops,forficatus,S,Triglops forficatus,demersal,planktivorous,3.32,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6.0
Cottidae,Triglops,forficatus,S,Triglops forficatus,demersal,planktivorous,3.32,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6.0
Cottidae,Triglops,forficatus,S,Triglops forficatus,demersal,planktivorous,3.32,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6.0
Cottidae,Triglops,forficatus,S,Triglops forficatus,demersal,planktivorous,3.32,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6.0
Cottidae,Triglops,forficatus,S,Triglops forficatus,demersal,planktivorous,3.32,fusiform,forked,1.46,1.96,non-guarder,3.7,329,33,0.14,30,6.0
Cottidae,Triglops,macellus,S,Triglops macellus,demersal,generalist,3.32,elongated,truncate,1.47,1.96,non-guarder,3.7,329,33,0.14,26,6.3
Cottidae,Triglops,macellus,S,Triglops macellus,demersal,generalist,3.32,elongated,truncate,1.47,1.96,non-guarder,3.7,329,33,0.14,26,6.3
Cottidae,Triglops,macellus,S,Triglops macellus,demersal,generalist,3.32,elongated,truncate,1.47,1.96,non-guarder,3.7,329,33,0.14,26,6.3
Cottidae,Triglops,macellus,S,Triglops macellus,demersal,generalist,3.32,elongated,truncate,1.47,1.96,non-guarder,3.7,329,33,0.14,26,6.3
Cottidae,Triglops,macellus,S,Triglops macellus,demersal,generalist,3.32,elongated,truncate,1.47,1.96,non-guarder,3.7,329,33,0.14,26,6.3
Cottidae,Triglops,macellus,S,Triglops macellus,demersal,generalist,3.32,elongated,truncate,1.47,1.96,non-guarder,3.7,329,33,0.14,26,6.3
Cottidae,Triglops,metopias,S,Triglops metopias,demersal,generalist,3.32,elongated,rounded,1.11,1.96,non-guarder,3.7,329,33,0.14,17,6.3
Cottidae,Triglops,metopias,S,Triglops metopias,demersal,generalist,3.32,elongated,rounded,1.11,1.96,non-guarder,3.7,329,33,0.14,17,6.3
Cottidae,Triglops,metopias,S,Triglops metopias,demersal,generalist,3.32,elongated,rounded,1.11,1.96,non-guarder,3.7,329,33,0.14,17,6.3
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,17,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,murrayi,S,Triglops murrayi,demersal,benthivorous,3.45,elongated,rounded,1.10,2.00,non-guarder,3.5,450,33,0.14,20,10.0
Cottidae,Triglops,nybelini,S,Triglops nybelini,demersal,benthivorous,3.29,elongated,rounded,1.18,1.88,non-guarder,3.5,541,33,0.14,20,7.0
Cottidae,Triglops,nybelini,S,Triglops nybelini,demersal,benthivorous,3.29,elongated,rounded,1.18,1.88,non-guarder,3.5,541,33,0.14,15,7.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,18,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,pingelii,S,Triglops pingelii,demersal,generalist,3.42,fusiform,truncate,0.67,2.25,non-guarder,4.0,800,27,0.19,20,6.0
Cottidae,Triglops,scepticus,S,Triglops scepticus,bathydemersal,planktivorous,3.32,fusiform,truncate,0.96,2.06,non-guarder,3.7,3100,39,0.11,25,8.0
Cottidae,Triglops,scepticus,S,Triglops scepticus,bathydemersal,planktivorous,3.32,fusiform,truncate,0.96,2.06,non-guarder,3.7,3100,39,0.11,25,8.0
Cottidae,Triglops,scepticus,S,Triglops scepticus,bathydemersal,planktivorous,3.32,fusiform,truncate,0.96,2.06,non-guarder,3.7,3100,39,0.11,25,8.0
Cottidae,Triglops,scepticus,S,Triglops scepticus,bathydemersal,planktivorous,3.32,fusiform,truncate,0.96,2.06,non-guarder,3.7,3100,39,0.11,25,8.0
Cottidae,Triglops,scepticus,S,Triglops scepticus,bathydemersal,planktivorous,3.32,fusiform,truncate,0.96,2.06,non-guarder,3.7,3100,39,0.11,25,8.0
Cottidae,Triglops,scepticus,S,Triglops scepticus,bathydemersal,planktivorous,3.32,fusiform,truncate,0.96,2.06,non-guarder,3.7,3100,39,0.11,25,8.0
Cottidae,Triglops,xenostethus,S,Triglops xenostethus,demersal,generalist,3.32,elongated,rounded,0.83,2.06,non-guarder,3.7,1000,33,0.14,10,6.3
Cottidae,Triglops,xenostethus,S,Triglops xenostethus,demersal,generalist,3.32,elongated,rounded,0.83,2.06,non-guarder,3.7,1000,33,0.14,10,6.3
Cottidae,Triglops,xenostethus,S,Triglops xenostethus,demersal,generalist,3.32,elongated,rounded,0.83,2.06,non-guarder,3.7,1000,33,0.14,10,6.3
Cottidae,Triglops,,G,Triglops,demersal,generalist,3.32,elongated,rounded,1.11,1.97,non-guarder,3.7,1885,33,0.14,24,6.3
Cottidae,Triglops,,G,Triglops,demersal,generalist,3.32,elongated,rounded,1.11,1.97,non-guarder,3.7,1885,33,0.14,24,6.3
Cottidae,Triglops,,G,Triglops,demersal,generalist,3.32,elongated,rounded,1.11,1.97,non-guarder,3.7,1885,33,0.14,24,6.3
Cottidae,Triglops,,G,Triglops,demersal,generalist,3.32,elongated,rounded,1.11,1.97,non-guarder,3.7,1885,33,0.14,24,6.3
Cottidae,Triglops,,G,Triglops,demersal,generalist,3.32,elongated,rounded,1.11,1.97,non-guarder,3.7,1885,33,0.14,24,6.3
Cottidae,Triglops,,G,Triglops,demersal,generalist,3.32,elongated,rounded,1.11,1.97,non-guarder,3.7,1885,33,0.14,24,6.3
Cottidae,Triglops,,G,Triglops,demersal,generalist,3.32,elongated,rounded,1.11,1.97,non-guarder,3.7,1885,33,0.14,24,6.3
Cottidae,Triglops,,G,Triglops,demersal,generalist,3.32,elongated,rounded,1.11,1.97,non-guarder,3.7,1885,33,0.14,24,6.3
Cottidae,Zesticelus,profundorum,S,Zesticelus profundorum,bathydemersal,generalist,3.56,fusiform,rounded,0.69,1.96,,3.9,27117,10,0.21,6,9.6
Cottidae,Zesticelus,profundorum,S,Zesticelus profundorum,bathydemersal,generalist,3.56,fusiform,rounded,0.69,1.96,,3.9,31696,27,0.18,6,9.6
Cottidae,,,F,Cottidae,demersal,,3.56,fusiform,rounded,,1.96,,3.9,20043,20,0.29,18,8.9
Cottidae,,,F,Cottidae,demersal,,3.56,fusiform,rounded,,1.96,,3.9,20043,10,0.21,18,8.9
Cottidae,,,F,Cottidae,demersal,,3.56,fusiform,rounded,,1.96,,3.9,20043,27,0.18,24,8.9
Cottidae,,,F,Cottidae,demersal,,3.56,fusiform,rounded,,1.96,,3.9,20043,27,0.18,24,8.9
Cottidae,,,F,Cottidae,demersal,,3.56,fusiform,rounded,,1.96,,3.9,20043,27,0.18,24,8.9
Cottidae,,,F,Cottidae,demersal,,3.56,fusiform,rounded,,1.96,,3.9,20043,24,0.32,38,8.9
Cottidae,,,F,Cottidae,demersal,,3.56,fusiform,rounded,,1.96,,3.9,20043,27,0.36,33,8.9
Cottidae,,,F,Cottidae,demersal,,3.56,fusiform,rounded,,1.96,,3.9,20043,25,0.37,18,8.9
Cottidae,,,F,Cottidae,demersal,,3.56,fusiform,rounded,,1.96,,3.9,20043,22,0.37,8,8.9
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,demersal,planktivorous,3.00,eel-like,rounded,0.37,,,,,,,30,
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,demersal,planktivorous,3.00,eel-like,rounded,0.37,,,,,,,30,
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,demersal,planktivorous,3.00,eel-like,rounded,0.37,,,,,,,30,
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,demersal,planktivorous,3.00,eel-like,rounded,0.37,,,,,,,30,
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,demersal,planktivorous,3.00,eel-like,rounded,0.37,,,,,,,30,
Cryptacanthodidae,Cryptacanthodes,giganteus,S,Cryptacanthodes giganteus,demersal,generalist,3.00,eel-like,rounded,0.37,,,,,,,117,
Cryptacanthodidae,Cryptacanthodes,giganteus,S,Cryptacanthodes giganteus,demersal,generalist,3.00,eel-like,rounded,0.37,,,,,,,117,
Cryptacanthodidae,Cryptacanthodes,giganteus,S,Cryptacanthodes giganteus,demersal,generalist,3.00,eel-like,rounded,0.37,,,,,,,117,
Cryptacanthodidae,Cryptacanthodes,giganteus,S,Cryptacanthodes giganteus,demersal,generalist,3.00,eel-like,rounded,0.37,,,,,,,117,
Cryptacanthodidae,Cryptacanthodes,maculatus,S,Cryptacanthodes maculatus,demersal,benthivorous,3.00,eel-like,rounded,0.37,,,,,,,97,
Cryptacanthodidae,Cryptacanthodes,maculatus,S,Cryptacanthodes maculatus,demersal,benthivorous,3.00,eel-like,rounded,0.37,,,,,,,97,
Cryptacanthodidae,Cryptacanthodes,maculatus,S,Cryptacanthodes maculatus,demersal,benthivorous,3.00,eel-like,rounded,0.37,,,,,,,97,
Cryptacanthodidae,,,F,Cryptacanthodidae,demersal,,3.00,eel-like,rounded,0.37,,,,,,,66,
Cyclopteridae,Aptocyclus,ventricosus,S,Aptocyclus ventricosus,benthopelagic,planktivorous,3.69,short and/or deep,rounded,1.06,2.20,guarder,3.5,225000,54,0.17,41,9.3
Cyclopteridae,Aptocyclus,ventricosus,S,Aptocyclus ventricosus,benthopelagic,planktivorous,3.69,short and/or deep,rounded,1.06,2.20,guarder,3.5,225000,54,0.17,41,9.3
Cyclopteridae,Aptocyclus,ventricosus,S,Aptocyclus ventricosus,benthopelagic,planktivorous,3.69,short and/or deep,rounded,1.06,2.20,guarder,3.5,225000,53,0.25,41,9.3
Cyclopteridae,Aptocyclus,ventricosus,S,Aptocyclus ventricosus,benthopelagic,planktivorous,3.69,short and/or deep,rounded,1.06,2.20,guarder,3.5,225000,54,0.17,41,9.3
Cyclopteridae,Aptocyclus,ventricosus,S,Aptocyclus ventricosus,benthopelagic,planktivorous,3.69,short and/or deep,rounded,1.06,2.20,guarder,3.5,225000,54,0.17,41,9.3
Cyclopteridae,Aptocyclus,ventricosus,S,Aptocyclus ventricosus,benthopelagic,planktivorous,3.69,short and/or deep,rounded,1.06,2.20,guarder,3.5,225000,54,0.17,41,9.3
Cyclopteridae,Aptocyclus,ventricosus,S,Aptocyclus ventricosus,benthopelagic,planktivorous,3.69,short and/or deep,rounded,1.06,2.20,guarder,3.5,225000,54,0.17,41,9.3
Cyclopteridae,Cyclopteropsis,mcalpini,S,Cyclopteropsis mcalpini,benthopelagic,planktivorous,3.38,short and/or deep,rounded,0.97,2.20,guarder,3.5,225000,54,0.17,8,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.20,guarder,3.5,225000,54,0.17,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,225000,53,0.25,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,225000,53,0.25,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,225000,53,0.25,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,225000,53,0.25,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,225000,53,0.25,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,194112,54,0.17,55,15.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.0,225000,54,0.17,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,225000,54,0.17,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,225000,54,0.17,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,benthopelagic,planktivorous,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,225000,54,0.17,57,13.0
Cyclopteridae,Cyclopterus,lumpus,S,Cyclopterus lumpus,demersal,generalist,3.89,short and/or deep,rounded,0.73,2.40,guarder,3.5,225000,54,0.17,57,13.0
Cyclopteridae,Eumicrotremus,andriashevi,S,Eumicrotremus andriashevi,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,3.5,1318,55,0.12,5,4.3
Cyclopteridae,Eumicrotremus,andriashevi,S,Eumicrotremus andriashevi,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,5,4.3
Cyclopteridae,Eumicrotremus,andriashevi,S,Eumicrotremus andriashevi,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,5,4.3
Cyclopteridae,Eumicrotremus,andriashevi,S,Eumicrotremus andriashevi,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,5,4.3
Cyclopteridae,Eumicrotremus,asperrimus,S,Eumicrotremus asperrimus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,12,4.3
Cyclopteridae,Eumicrotremus,asperrimus,S,Eumicrotremus asperrimus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,12,4.3
Cyclopteridae,Eumicrotremus,asperrimus,S,Eumicrotremus asperrimus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,12,4.3
Cyclopteridae,Eumicrotremus,asperrimus,S,Eumicrotremus asperrimus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,12,4.3
Cyclopteridae,Eumicrotremus,asperrimus,S,Eumicrotremus asperrimus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,12,4.3
Cyclopteridae,Eumicrotremus,barbatus,S,Eumicrotremus barbatus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,7,4.3
Cyclopteridae,Eumicrotremus,barbatus,S,Eumicrotremus barbatus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,7,4.3
Cyclopteridae,Eumicrotremus,barbatus,S,Eumicrotremus barbatus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,7,4.3
Cyclopteridae,Eumicrotremus,derjugini,S,Eumicrotremus derjugini,demersal,benthivorous,3.25,short and/or deep,rounded,0.27,1.25,guarder,1.0,2000,54,0.17,10,4.3
Cyclopteridae,Eumicrotremus,derjugini,S,Eumicrotremus derjugini,demersal,benthivorous,3.25,short and/or deep,rounded,0.27,1.25,guarder,1.0,2000,54,0.17,11,4.3
Cyclopteridae,Eumicrotremus,derjugini,S,Eumicrotremus derjugini,demersal,generalist,3.25,short and/or deep,rounded,0.27,1.25,guarder,1.0,2000,54,0.17,10,4.3
Cyclopteridae,Eumicrotremus,gyrinops,S,Eumicrotremus gyrinops,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,5,4.3
Cyclopteridae,Eumicrotremus,orbis,S,Eumicrotremus orbis,demersal,generalist,3.20,short and/or deep,rounded,0.86,2.13,guarder,1.0,1318,54,0.17,18,4.3
Cyclopteridae,Eumicrotremus,orbis,S,Eumicrotremus orbis,demersal,generalist,3.20,short and/or deep,rounded,0.86,2.13,guarder,1.0,1318,54,0.17,18,4.3
Cyclopteridae,Eumicrotremus,orbis,S,Eumicrotremus orbis,demersal,generalist,3.20,short and/or deep,rounded,0.86,2.13,guarder,1.0,1318,54,0.17,18,4.3
Cyclopteridae,Eumicrotremus,orbis,S,Eumicrotremus orbis,demersal,generalist,3.20,short and/or deep,rounded,0.86,2.13,guarder,1.0,1318,54,0.17,18,4.3
Cyclopteridae,Eumicrotremus,orbis,S,Eumicrotremus orbis,demersal,generalist,3.20,short and/or deep,rounded,0.86,2.13,guarder,1.0,1318,54,0.17,18,4.3
Cyclopteridae,Eumicrotremus,orbis,S,Eumicrotremus orbis,demersal,generalist,3.20,short and/or deep,rounded,0.86,2.13,guarder,1.0,1318,54,0.17,18,4.3
Cyclopteridae,Eumicrotremus,phrynoides,S,Eumicrotremus phrynoides,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,7,4.3
Cyclopteridae,Eumicrotremus,phrynoides,S,Eumicrotremus phrynoides,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,7,4.3
Cyclopteridae,Eumicrotremus,phrynoides,S,Eumicrotremus phrynoides,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,7,4.3
Cyclopteridae,Eumicrotremus,phrynoides,S,Eumicrotremus phrynoides,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,7,4.3
Cyclopteridae,Eumicrotremus,phrynoides,S,Eumicrotremus phrynoides,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,7,4.3
Cyclopteridae,Eumicrotremus,spinosus,S,Eumicrotremus spinosus,demersal,benthivorous,3.48,short and/or deep,rounded,1.86,3.00,guarder,1.0,636,54,0.17,13,4.3
Cyclopteridae,Eumicrotremus,spinosus,S,Eumicrotremus spinosus,demersal,benthivorous,3.48,short and/or deep,rounded,1.86,3.00,guarder,1.0,636,53,0.25,13,4.3
Cyclopteridae,Eumicrotremus,spinosus,S,Eumicrotremus spinosus,demersal,benthivorous,3.48,short and/or deep,rounded,1.86,3.00,guarder,1.0,636,53,0.25,13,4.3
Cyclopteridae,Eumicrotremus,spinosus,S,Eumicrotremus spinosus,demersal,benthivorous,3.48,short and/or deep,rounded,1.86,3.00,guarder,1.0,636,53,0.25,13,4.3
Cyclopteridae,Eumicrotremus,spinosus,S,Eumicrotremus spinosus,demersal,benthivorous,3.48,short and/or deep,rounded,1.86,3.00,guarder,1.0,636,54,0.17,13,4.3
Cyclopteridae,Eumicrotremus,,G,Eumicrotremus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,12,4.3
Cyclopteridae,Eumicrotremus,,G,Eumicrotremus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,12,4.3
Cyclopteridae,Eumicrotremus,,G,Eumicrotremus,demersal,generalist,3.31,short and/or deep,rounded,0.99,2.13,guarder,1.0,1318,54,0.17,12,4.3
